#{"t_start": 1749386233.312694, "env_id": "CartPole-v1"}
r,l,t
23.0,23,20.978892
33.0,33,20.993428
40.0,40,21.024187
31.0,31,21.040173
34.0,34,21.072341
24.0,24,21.090044
16.0,16,21.115458
28.0,28,21.139797
40.0,40,21.167113
13.0,13,21.188814
14.0,14,21.198572
11.0,11,21.20874
34.0,34,21.241946
51.0,51,21.278636
27.0,27,21.294403
12.0,12,21.296406
19.0,19,21.320652
12.0,12,21.338549
41.0,41,21.360827
26.0,26,21.395715
14.0,14,21.411899
25.0,25,21.419648
15.0,15,21.447392
27.0,27,21.4605
11.0,11,21.476791
27.0,27,21.49345
14.0,14,21.510071
18.0,18,21.523274
47.0,47,21.565374
27.0,27,21.589516
10.0,10,21.597214
27.0,27,21.618497
21.0,21,21.638457
25.0,25,21.661641
50.0,50,21.685391
13.0,13,21.704624
42.0,42,21.740688
13.0,13,21.74846
42.0,42,21.779849
18.0,18,21.779849
25.0,25,21.811725
11.0,11,21.811725
11.0,11,21.831824
14.0,14,21.839575
31.0,31,21.859409
12.0,12,21.876003
13.0,13,21.878008
22.0,22,21.90668
11.0,11,21.925236
41.0,41,21.954836
37.0,37,21.984371
11.0,11,21.992125
10.0,10,22.00188
12.0,12,22.009891
11.0,11,22.017641
25.0,25,22.034043
14.0,14,22.04931
20.0,20,22.063071
11.0,11,22.069079
13.0,13,22.078834
12.0,12,22.088851
17.0,17,22.0906
18.0,18,22.115366
20.0,20,22.122394
25.0,25,22.138459
17.0,17,22.164063
33.0,33,22.193923
16.0,16,22.203696
11.0,11,22.203696
24.0,24,22.231638
14.0,14,22.233382
33.0,33,22.270736
13.0,13,22.280492
23.0,23,22.298578
26.0,26,22.316689
12.0,12,22.323919
21.0,21,22.33794
22.0,22,22.355385
17.0,17,22.368212
25.0,25,22.375029
37.0,37,22.418543
31.0,31,22.434089
14.0,14,22.449909
15.0,15,22.449909
41.0,41,22.482684
11.0,11,22.503719
29.0,29,22.521778
46.0,46,22.552509
14.0,14,22.567561
39.0,39,22.597404
14.0,14,22.605432
26.0,26,22.6254
50.0,50,22.665045
30.0,30,22.688919
13.0,13,22.688919
19.0,19,22.707303
19.0,19,22.729577
27.0,27,22.73668
38.0,38,22.776982
12.0,12,22.786743
9.0,9,22.798503
39.0,39,22.816205
10.0,10,22.8321
13.0,13,22.8321
11.0,11,22.847539
17.0,17,22.863657
37.0,37,22.889439
16.0,16,22.895188
14.0,14,22.918057
12.0,12,22.925066
12.0,12,22.942619
12.0,12,22.955125
14.0,14,22.972086
28.0,28,22.995373
31.0,31,23.021962
20.0,20,23.03113
30.0,30,23.063048
13.0,13,23.063048
12.0,12,23.089473
17.0,17,23.106544
37.0,37,23.140432
11.0,11,23.15021
21.0,21,23.166011
14.0,14,23.17378
10.0,10,23.175787
16.0,16,23.189442
14.0,14,23.205445
11.0,11,23.205445
36.0,36,23.246406
31.0,31,23.268283
16.0,16,23.290439
15.0,15,23.3042
14.0,14,23.317961
56.0,56,23.353819
28.0,28,23.379396
24.0,24,23.395196
16.0,16,23.413328
44.0,44,23.43813
9.0,9,23.454583
11.0,11,23.454583
23.0,23,23.484733
34.0,34,23.516012
30.0,30,23.531877
12.0,12,23.555495
36.0,36,23.59107
12.0,12,23.600843
17.0,17,23.612624
15.0,15,23.626417
10.0,10,23.626417
45.0,45,23.658227
18.0,18,23.674042
17.0,17,23.690154
18.0,18,23.705792
29.0,29,23.722793
11.0,11,23.737666
17.0,17,23.745994
35.0,35,23.785499
28.0,28,23.820778
12.0,12,23.834845
39.0,39,23.882056
33.0,33,23.922369
12.0,12,23.935435
27.0,27,23.973613
12.0,12,23.981398
27.0,27,24.020526
13.0,13,24.03583
14.0,14,24.047763
26.0,26,24.088616
13.0,13,24.112363
13.0,13,24.130155
21.0,21,24.156401
42.0,42,24.212469
13.0,13,24.237176
33.0,33,24.276748
40.0,40,24.320338
18.0,18,24.341872
12.0,12,24.359664
12.0,12,24.377448
24.0,24,24.404999
28.0,28,24.434547
31.0,31,24.478344
15.0,15,24.494646
29.0,29,24.5229
28.0,28,24.549521
36.0,36,24.591181
11.0,11,24.603311
16.0,16,24.621091
16.0,16,24.640882
29.0,29,24.686257
13.0,13,24.698032
23.0,23,24.723596
19.0,19,24.743869
12.0,12,24.763587
12.0,12,24.787276
14.0,14,24.809637
19.0,19,24.838569
11.0,11,24.858521
12.0,12,24.874335
15.0,15,24.892179
12.0,12,24.906291
17.0,17,24.929696
13.0,13,24.94546
28.0,28,24.979568
14.0,14,24.999998
36.0,36,25.05037
24.0,24,25.066966
26.0,26,25.104885
24.0,24,25.132707
17.0,17,25.153412
45.0,45,25.199099
21.0,21,25.216734
42.0,42,25.257694
12.0,12,25.272396
21.0,21,25.297585
13.0,13,25.305322
33.0,33,25.338015
16.0,16,25.358331
13.0,13,25.362348
11.0,11,25.37836
12.0,12,25.380368
11.0,11,25.396405
12.0,12,25.419051
10.0,10,25.432183
15.0,15,25.441952
12.0,12,25.463938
36.0,36,25.493541
26.0,26,25.524311
20.0,20,25.543201
15.0,15,25.563602
15.0,15,25.576467
27.0,27,25.59977
11.0,11,25.613197
16.0,16,25.628484
22.0,22,25.644495
12.0,12,25.652518
13.0,13,25.668688
13.0,13,25.67702
24.0,24,25.693084
25.0,25,25.709359
12.0,12,25.725588
14.0,14,25.749476
10.0,10,25.756494
13.0,13,25.769117
13.0,13,25.787105
14.0,14,25.802138
18.0,18,25.818135
24.0,24,25.83594
32.0,32,25.851711
22.0,22,25.883395
18.0,18,25.899483
50.0,50,25.964993
18.0,18,25.985257
11.0,11,25.999636
10.0,10,26.010682
11.0,11,26.023285
24.0,24,26.052639
18.0,18,26.077896
36.0,36,26.112799
13.0,13,26.122783
9.0,9,26.134991
41.0,41,26.159033
26.0,26,26.189884
16.0,16,26.204509
10.0,10,26.21254
11.0,11,26.225057
22.0,22,26.237349
30.0,30,26.264367
11.0,11,26.278168
41.0,41,26.312367
17.0,17,26.312367
18.0,18,26.339893
19.0,19,26.343332
27.0,27,26.381251
26.0,26,26.391028
24.0,24,26.419732
56.0,56,26.454582
47.0,47,26.486192
11.0,11,26.502075
11.0,11,26.502075
14.0,14,26.518056
33.0,33,26.558704
12.0,12,26.570215
39.0,39,26.594362
22.0,22,26.618746
18.0,18,26.643577
19.0,19,26.659925
13.0,13,26.659925
16.0,16,26.681248
11.0,11,26.693899
20.0,20,26.707615
10.0,10,26.707615
27.0,27,26.723348
27.0,27,26.723348
19.0,19,26.739111
18.0,18,26.76232
15.0,15,26.774094
56.0,56,26.811617
25.0,25,26.833133
109.0,109,26.919388
34.0,34,26.945638
113.0,113,27.03164
44.0,44,27.063373
92.0,92,27.140055
38.0,38,27.165658
32.0,32,27.189158
28.0,28,27.216622
23.0,23,27.234187
39.0,39,27.264233
34.0,34,27.2865
18.0,18,27.306527
12.0,12,27.315561
23.0,23,27.329584
48.0,48,27.363358
42.0,42,27.395563
19.0,19,27.413371
54.0,54,27.451063
34.0,34,27.458787
42.0,42,27.502213
28.0,28,27.521951
31.0,31,27.573918
66.0,66,27.64497
36.0,36,27.685786
19.0,19,27.704522
25.0,25,27.734417
37.0,37,27.774233
29.0,29,27.814451
20.0,20,27.829826
12.0,12,27.846166
14.0,14,27.862538
37.0,37,27.904732
86.0,86,27.992472
12.0,12,28.004525
13.0,13,28.022088
20.0,20,28.040035
39.0,39,28.085485
15.0,15,28.107601
39.0,39,28.151202
62.0,62,28.218334
22.0,22,28.23612
57.0,57,28.292694
34.0,34,28.328266
13.0,13,28.346021
30.0,30,28.377717
25.0,25,28.405268
17.0,17,28.419048
31.0,31,28.446491
20.0,20,28.474753
16.0,16,28.490827
25.0,25,28.515602
24.0,24,28.541015
13.0,13,28.562874
26.0,26,28.59104
12.0,12,28.603738
34.0,34,28.672247
30.0,30,28.709864
49.0,49,28.758869
54.0,54,28.807554
69.0,69,28.902442
53.0,53,28.963455
32.0,32,28.996219
21.0,21,29.021396
32.0,32,29.070686
26.0,26,29.100902
43.0,43,29.15554
16.0,16,29.177366
31.0,31,29.217201
29.0,29,29.241022
49.0,49,29.29238
31.0,31,29.322189
57.0,57,29.374136
49.0,49,29.437151
13.0,13,29.437151
36.0,36,29.486851
27.0,27,29.524781
39.0,39,29.562378
27.0,27,29.583941
38.0,38,29.6315
12.0,12,29.653879
16.0,16,29.668619
17.0,17,29.680302
15.0,15,29.696241
12.0,12,29.709136
32.0,32,29.735982
22.0,22,29.769682
37.0,37,29.812271
29.0,29,29.845446
15.0,15,29.854962
26.0,26,29.876178
16.0,16,29.892353
36.0,36,29.920615
25.0,25,29.937102
16.0,16,29.96156
13.0,13,29.974684
12.0,12,29.988459
25.0,25,30.0143
53.0,53,30.059892
22.0,22,30.079976
47.0,47,30.121149
52.0,52,30.159274
18.0,18,30.186259
23.0,23,30.201174
46.0,46,30.245584
40.0,40,30.275355
59.0,59,30.325552
10.0,10,30.332122
43.0,43,30.368441
13.0,13,30.368441
53.0,53,30.415944
24.0,24,30.43168
29.0,29,30.462424
44.0,44,30.479994
12.0,12,30.501903
21.0,21,30.513661
43.0,43,30.551725
22.0,22,30.559489
30.0,30,30.575304
42.0,42,30.607265
31.0,31,30.646859
42.0,42,30.664226
17.0,17,30.682398
32.0,32,30.714172
16.0,16,30.730039
27.0,27,30.754356
11.0,11,30.761718
31.0,31,30.785669
16.0,16,30.793507
18.0,18,30.815865
32.0,32,30.844377
17.0,17,30.858144
23.0,23,30.87993
52.0,52,30.915376
46.0,46,30.944903
27.0,27,30.953411
30.0,30,30.992548
25.0,25,30.999228
22.0,22,31.014274
46.0,46,31.054905
26.0,26,31.073916
10.0,10,31.083843
11.0,11,31.089861
27.0,27,31.109723
10.0,10,31.119849
36.0,36,31.150902
47.0,47,31.184178
41.0,41,31.221268
30.0,30,31.252145
26.0,26,31.271681
30.0,30,31.295475
30.0,30,31.310683
18.0,18,31.336477
29.0,29,31.360055
39.0,39,31.387259
12.0,12,31.389262
11.0,11,31.4079
26.0,26,31.420997
35.0,35,31.457356
24.0,24,31.470398
28.0,28,31.499976
24.0,24,31.515779
24.0,24,31.531549
13.0,13,31.531549
13.0,13,31.548673
36.0,36,31.579108
41.0,41,31.610683
30.0,30,31.634542
31.0,31,31.666104
70.0,70,31.721013
67.0,67,31.757481
21.0,21,31.781248
36.0,36,31.815185
49.0,49,31.844012
47.0,47,31.885554
17.0,17,31.899419
22.0,22,31.92461
11.0,11,31.92461
22.0,22,31.942666
30.0,30,31.974535
15.0,15,31.987793
27.0,27,32.003877
13.0,13,32.003877
56.0,56,32.052394
45.0,45,32.083216
29.0,29,32.099299
29.0,29,32.115406
21.0,21,32.131461
28.0,28,32.172456
32.0,32,32.200443
17.0,17,32.205451
20.0,20,32.227371
19.0,19,32.243135
25.0,25,32.252889
49.0,49,32.284658
34.0,34,32.304749
13.0,13,32.316509
14.0,14,32.33232
12.0,12,32.33232
32.0,32,32.364396
17.0,17,32.379901
49.0,49,32.419222
42.0,42,32.451193
30.0,30,32.47313
12.0,12,32.48716
27.0,27,32.509607
33.0,33,32.533863
12.0,12,32.537608
27.0,27,32.553293
55.0,55,32.606723
38.0,38,32.632834
28.0,28,32.653379
54.0,54,32.71346
37.0,37,32.744592
41.0,41,32.76802
63.0,63,32.82514
28.0,28,32.853327
52.0,52,32.894872
9.0,9,32.894872
35.0,35,32.927057
61.0,61,32.986261
15.0,15,33.002068
10.0,10,33.00582
39.0,39,33.021537
51.0,51,33.069512
44.0,44,33.100955
15.0,15,33.121024
34.0,34,33.132588
50.0,50,33.180676
12.0,12,33.180676
27.0,27,33.221883
33.0,33,33.247471
27.0,27,33.269242
42.0,42,33.288492
28.0,28,33.316463
12.0,12,33.324232
46.0,46,33.351863
11.0,11,33.369809
37.0,37,33.38357
22.0,22,33.415198
47.0,47,33.446555
27.0,27,33.470334
51.0,51,33.515157
32.0,32,33.536022
28.0,28,33.557874
11.0,11,33.557874
13.0,13,33.574
50.0,50,33.605907
28.0,28,33.639617
12.0,12,33.647646
32.0,32,33.66922
24.0,24,33.69011
39.0,39,33.724781
70.0,70,33.772493
16.0,16,33.799993
34.0,34,33.819763
84.0,84,33.882976
30.0,30,33.910253
25.0,25,33.930066
31.0,31,33.946139
31.0,31,33.988609
58.0,58,34.033889
25.0,25,34.052931
42.0,42,34.082052
25.0,25,34.103874
28.0,28,34.122511
44.0,44,34.151447
29.0,29,34.16957
14.0,14,34.183284
29.0,29,34.206993
35.0,35,34.237864
39.0,39,34.282629
13.0,13,34.286862
16.0,16,34.308717
48.0,48,34.334239
28.0,28,34.366073
44.0,44,34.398301
34.0,34,34.429893
30.0,30,34.445905
27.0,27,34.481864
46.0,46,34.52855
53.0,53,34.564446
35.0,35,34.605554
44.0,44,34.658372
50.0,50,34.721163
23.0,23,34.745508
27.0,27,34.761678
13.0,13,34.769911
47.0,47,34.822151
29.0,29,34.847855
38.0,38,34.873405
23.0,23,34.900841
42.0,42,34.942172
14.0,14,34.954708
10.0,10,34.963118
40.0,40,34.995317
78.0,78,35.060111
32.0,32,35.076237
12.0,12,35.092148
31.0,31,35.115045
62.0,62,35.172981
41.0,41,35.205132
49.0,49,35.236954
10.0,10,35.247686
11.0,11,35.263972
17.0,17,35.274005
84.0,84,35.341438
30.0,30,35.361259
30.0,30,35.397094
32.0,32,35.418288
43.0,43,35.449891
13.0,13,35.457903
11.0,11,35.469644
75.0,75,35.508957
43.0,43,35.522142
47.0,47,35.528795
40.0,40,35.550864
40.0,40,35.564641
12.0,12,35.578454
41.0,41,35.609049
30.0,30,35.631179
86.0,86,35.710828
70.0,70,35.763712
101.0,101,35.860326
102.0,102,35.940278
119.0,119,36.05278
50.0,50,36.086919
64.0,64,36.131548
149.0,149,36.243242
37.0,37,36.282025
196.0,196,36.440686
41.0,41,36.478079
90.0,90,36.546806
181.0,181,36.703715
37.0,37,36.728536
78.0,78,36.794853
15.0,15,36.807254
39.0,39,36.820755
51.0,51,36.874374
149.0,149,36.978925
42.0,42,37.007738
23.0,23,37.03437
119.0,119,37.128325
14.0,14,37.131589
59.0,59,37.176679
35.0,35,37.220299
84.0,84,37.297879
26.0,26,37.316407
51.0,51,37.354927
12.0,12,37.371595
64.0,64,37.428319
24.0,24,37.444191
75.0,75,37.516301
141.0,141,37.632365
29.0,29,37.645091
11.0,11,37.660958
47.0,47,37.696513
171.0,171,37.826135
77.0,77,37.878262
83.0,83,37.950021
48.0,48,37.98561
69.0,69,38.06361
24.0,24,38.082278
45.0,45,38.113256
69.0,69,38.172655
105.0,105,38.263757
43.0,43,38.301592
26.0,26,38.322684
122.0,122,38.427105
86.0,86,38.50411
63.0,63,38.556211
46.0,46,38.593228
42.0,42,38.621387
44.0,44,38.665487
86.0,86,38.729322
30.0,30,38.752751
46.0,46,38.781843
47.0,47,38.832232
45.0,45,38.881204
44.0,44,38.924597
28.0,28,38.947131
28.0,28,38.974463
62.0,62,39.02541
220.0,220,39.213184
55.0,55,39.24977
78.0,78,39.330075
56.0,56,39.36193
88.0,88,39.444648
50.0,50,39.480457
56.0,56,39.522264
14.0,14,39.548868
12.0,12,39.55991
93.0,93,39.630289
23.0,23,39.657336
44.0,44,39.680932
25.0,25,39.696646
80.0,80,39.789998
48.0,48,39.836436
33.0,33,39.860397
30.0,30,39.884918
27.0,27,39.908437
80.0,80,39.988678
25.0,25,40.010509
28.0,28,40.030617
233.0,233,40.206179
28.0,28,40.244199
22.0,22,40.265474
109.0,109,40.344565
202.0,202,40.498284
27.0,27,40.51878
15.0,15,40.539984
41.0,41,40.589582
61.0,61,40.637094
28.0,28,40.666739
24.0,24,40.67307
36.0,36,40.708386
28.0,28,40.729219
98.0,98,40.810398
72.0,72,40.872704
32.0,32,40.907257
25.0,25,40.925605
59.0,59,40.982382
59.0,59,41.022208
45.0,45,41.061893
38.0,38,41.090725
62.0,62,41.133279
60.0,60,41.189093
46.0,46,41.22346
42.0,42,41.259681
89.0,89,41.323572
60.0,60,41.376932
201.0,201,41.523435
12.0,12,41.523435
59.0,59,41.586873
41.0,41,41.622742
30.0,30,41.644372
159.0,159,41.760229
60.0,60,41.811738
72.0,72,41.865149
24.0,24,41.886814
30.0,30,41.897034
32.0,32,41.945235
28.0,28,41.962744
97.0,97,42.034334
64.0,64,42.07368
55.0,55,42.133503
29.0,29,42.156511
43.0,43,42.195915
48.0,48,42.234921
48.0,48,42.277241
220.0,220,42.446439
94.0,94,42.516938
36.0,36,42.543208
23.0,23,42.569807
30.0,30,42.585595
51.0,51,42.619309
43.0,43,42.652622
12.0,12,42.675211
75.0,75,42.727817
27.0,27,42.743711
47.0,47,42.78899
101.0,101,42.863405
26.0,26,42.881213
53.0,53,42.914342
295.0,295,43.145716
79.0,79,43.202683
161.0,161,43.326406
309.0,309,43.56307
40.0,40,43.593744
25.0,25,43.623481
22.0,22,43.641283
22.0,22,43.748278
24.0,24,43.748278
25.0,25,43.767971
56.0,56,43.779982
26.0,26,43.779982
28.0,28,43.811655
91.0,91,43.8926
78.0,78,43.96273
92.0,92,44.045258
119.0,119,44.130733
147.0,147,44.250571
101.0,101,44.328291
166.0,166,44.457604
182.0,182,44.613805
41.0,41,44.645284
116.0,116,44.74932
114.0,114,44.847384
166.0,166,44.987116
74.0,74,45.042796
25.0,25,45.05859
148.0,148,45.186867
81.0,81,45.247121
105.0,105,45.314738
195.0,195,45.495498
138.0,138,45.612116
106.0,106,45.704826
87.0,87,45.768567
247.0,247,45.959222
426.0,426,46.297543
204.0,204,46.467007
85.0,85,46.544771
85.0,85,46.619619
109.0,109,46.70854
52.0,52,46.749096
107.0,107,46.817819
160.0,160,46.956582
433.0,433,47.330726
50.0,50,47.376061
122.0,122,47.465686
128.0,128,47.588671
76.0,76,47.645329
98.0,98,47.719906
373.0,373,48.039232
88.0,88,48.142278
77.0,77,48.213886
73.0,73,48.288329
91.0,91,48.36778
166.0,166,48.528556
131.0,131,48.637201
82.0,82,48.700701
101.0,101,48.786849
105.0,105,48.89642
151.0,151,49.023375
203.0,203,49.18424
74.0,74,49.241435
118.0,118,49.33724
310.0,310,49.602705
104.0,104,49.715621
300.0,300,49.954475
55.0,55,50.010441
77.0,77,50.077703
203.0,203,50.240744
47.0,47,50.268179
59.0,59,50.331475
75.0,75,50.38891
23.0,23,50.404804
209.0,209,50.601743
86.0,86,50.681674
119.0,119,50.792988
88.0,88,50.870196
109.0,109,50.958414
164.0,164,51.091984
92.0,92,51.168847
91.0,91,51.226393
56.0,56,51.279327
249.0,249,51.501173
99.0,99,51.589191
321.0,321,51.910604
44.0,44,51.957559
56.0,56,52.016146
54.0,54,52.350846
152.0,152,52.409032
76.0,76,52.435359
150.0,150,52.483934
181.0,181,52.538643
24.0,24,52.572048
198.0,198,52.736108
195.0,195,52.89962
297.0,297,53.13477
293.0,293,53.365079
328.0,328,53.639088
152.0,152,53.762705
156.0,156,53.894454
87.0,87,53.954848
295.0,295,54.199213
347.0,347,54.492775
153.0,153,54.622714
114.0,114,54.721138
12.0,12,54.729163
175.0,175,54.872393
370.0,370,55.209309
226.0,226,55.394441
194.0,194,55.557325
318.0,318,55.81111
293.0,293,56.074865
234.0,234,56.268866
314.0,314,56.504577
359.0,359,56.805389
94.0,94,56.877699
330.0,330,57.142141
130.0,130,57.254797
299.0,299,57.492756
198.0,198,57.677605
225.0,225,57.865034
132.0,132,57.966435
410.0,410,58.27035
63.0,63,58.33313
388.0,388,58.645525
65.0,65,58.694453
228.0,228,58.890131
66.0,66,58.948444
346.0,346,59.227926
71.0,71,59.284956
82.0,82,59.365938
386.0,386,59.666254
254.0,254,59.882794
310.0,310,60.156809
363.0,363,60.470195
232.0,232,60.643723
354.0,354,60.911895
262.0,262,60.989203
369.0,369,61.072734
87.0,87,61.10498
90.0,90,61.128826
