#{"t_start": 1749144584.6021242, "env_id": "None"}
r,l,t
36737.30127,2007,4.060637
16877.059326,2007,7.185929
42242.580322,2007,10.154246
16087.499146,2007,13.166588
15971.039429,2007,17.709074
15971.039429,2007,19.276278
15971.039429,2007,20.910159
15971.039429,2007,22.465937
15971.039429,2007,24.040553
