#{"t_start": 1749544830.3053637, "env_id": "Pendulum-v1"}
r,l,t
-509.309676,200,282.548244
-767.808292,200,282.702869
-608.594937,200,282.836936
-624.253089,200,282.964591
-487.58604,200,283.136087
-710.449913,200,283.281222
-685.01034,200,284.900214
-637.101399,200,285.027668
-629.5896,200,285.154829
-510.736661,200,285.322657
-515.13889,200,285.460069
-615.668767,200,285.586854
-672.498803,200,285.73276
-620.150353,200,285.875251
-385.360965,200,285.986232
-610.445682,200,286.099674
-507.914368,200,286.201093
-605.138063,200,286.30935
-690.679364,200,286.40606
-505.232364,200,286.560666
-624.699393,200,286.702424
-632.337065,200,288.37977
-515.525714,200,288.520331
-378.024916,200,288.65031
-644.957597,200,288.83995
-607.781325,200,288.999273
-504.993892,200,289.12497
-727.369242,200,289.272483
-668.184464,200,289.419168
-508.175515,200,289.601256
-626.068855,200,289.737374
-628.694688,200,291.406471
-380.19268,200,291.535419
-587.693541,200,291.659511
-505.558532,200,291.831338
-507.988328,200,292.037203
-510.822627,200,292.208654
-632.133522,200,292.394654
-512.344202,200,292.595951
-511.046483,200,292.824735
-500.606945,200,293.055613
-623.421908,200,295.085553
-383.456804,200,295.21883
-623.191447,200,295.330549
-510.053516,200,295.514249
-510.358703,200,295.668896
-689.053911,200,295.812771
-602.170114,200,295.942353
-626.538227,200,296.088921
-257.608734,200,296.267854
-513.989102,200,296.417245
-548.727775,200,296.58338
-500.306925,200,298.177196
-504.612948,200,298.300426
-383.115298,200,298.471774
-381.575875,200,298.635337
-708.277624,200,298.778559
-501.628292,200,298.916501
-508.479652,200,299.055238
-615.196571,200,299.242959
-507.093726,200,299.400495
-388.508961,200,299.547523
-574.103559,200,301.128651
-510.967681,200,301.271079
-498.48417,200,301.435195
-555.827551,200,301.591758
-504.736266,200,301.762107
-494.52237,200,301.912034
-503.83892,200,302.055855
-498.694731,200,302.166232
-382.473096,200,302.279795
-512.220653,200,302.378577
-499.292876,200,302.473701
-378.702876,200,302.568366
-504.865231,200,302.720634
-506.495361,200,302.869044
-507.200509,200,303.012079
