#{"t_start": 1749225247.8373523, "env_id": "None"}
r,l,t
36737.30127,2007,3.798817
16877.059326,2007,6.544059
42242.580322,2007,9.316435
16087.499146,2007,12.006584
15971.039429,2007,16.113925
15971.039429,2007,17.504021
15971.039429,2007,18.901956
15971.039429,2007,20.287208
15971.039429,2007,21.675321
